Category,Freq,Term,Total,loglift,logprob,topic_area
Topic16,306.35108428628695,orders,1093.7508912343808,2.2801,-5.8393,finance
Topic16,1000.3674868721688,impact,8938.420820889049,1.3627,-4.6559,finance
Topic16,705.1043812509474,customers,5532.010997364397,1.4927,-5.0057,finance
Topic16,376.2802245522738,north,1631.5035786650244,2.0858,-5.6337,finance
Topic16,514.2641580561755,product,3109.86999882573,1.7531,-5.3213,finance
Topic16,623.9412773737587,employees,5421.195066589566,1.3907,-5.1279,finance
Topic16,568.9107838178746,continue,4706.62390633415,1.4397,-5.2203,finance
Topic16,824.7388813655255,covid,13030.695862309469,0.7927,-4.8489,finance
Topic16,431.12393675435544,safety,2863.616905963318,1.6593,-5.4976,finance
Topic16,648.8353503392897,march,9532.730655345746,0.8654,-5.0888,finance
Topic16,690.2592899477226,business,11856.11044682668,0.7092,-5.0269,finance
Topic16,553.1008002469744,demand,6205.861409413143,1.135,-5.2485,finance
Topic16,643.0621994701473,including,10388.65311559358,0.7705,-5.0978,finance
Topic16,386.7644719566817,guidance,2260.272676251103,1.7873,-5.6062,finance
Topic16,373.8309424602793,stores,2198.874359858282,1.7808,-5.6402,finance
Topic16,574.9755756844507,global,11172.680352097013,0.5858,-5.2097,finance
Topic16,443.68952267736745,sales,6559.591090523759,0.8591,-5.4689,finance
Topic16,370.24787182338906,situation,2684.52729102635,1.5716,-5.6498,finance
Topic16,386.77699561523235,looking,13184.597092078486,0.0237,-5.6062,finance
Topic17,80.70280365737459,cupe,81.65215935607837,3.8004,-6.9138,finance
Topic17,68.29494173062557,ufcw,69.24429713450007,3.7983,-7.0807,finance
Topic17,40.37725169636427,morneau,41.32660710027224,3.7889,-7.6063,finance
Topic17,28.991125839589834,lima,29.95234768190324,3.7795,-7.9376,finance
Topic17,175.36935351001117,tenants,181.69379569793819,3.7767,-6.1377,finance
Topic17,20.57323877396977,ontarians,21.672744424117397,3.7601,-8.2806,finance
Topic17,34.02166397513064,multifamily,36.119340107810544,3.7523,-7.7776,finance
Topic17,14.527538698525607,nationalization,15.476894105436005,3.7488,-8.6285,finance
Topic17,10.391584611584456,commons,11.340940025739782,3.7247,-8.9636,finance
Topic17,81.49234208031575,ottawa,89.59162296211585,3.7174,-6.904,finance
Topic17,42.83925533236476,tenant,47.41273821016591,3.7107,-7.5471,finance
Topic17,12.842939956127617,poloz,14.413620083922776,3.6968,-8.7518,finance
Topic17,40.37725168514089,pier,45.347138519498394,3.6961,-7.6063,finance
Topic17,23.6292892102916,clauses,26.74477127843336,3.6883,-8.1421,finance
Topic17,132.95745608300533,canadians,151.40305317731858,3.6822,-6.4145,finance
Topic17,135.0284082382118,reit,156.4677512662057,3.6648,-6.3991,finance
Topic17,16.308919720618594,buffers,19.506863293727257,3.6331,-8.5128,finance
Topic17,72.25262884958008,barrick,86.53455214807485,3.6318,-7.0244,finance
Topic17,28.17903507423208,ferrari,33.904861998129014,3.6272,-7.966,finance
Topic17,18.518083200839875,bdc,22.690253679785755,3.609,-8.3858,finance
Topic17,13.882871963642708,expropriation,17.405068959552015,3.586,-8.6739,finance
Topic17,62.95870589655188,apartment,79.8251603051201,3.5748,-7.1621,finance
Topic17,33.60576670833242,clause,43.03113707790197,3.5649,-7.7899,finance
Topic17,13.486308071256198,scherer,17.446992540251642,3.5547,-8.7029,finance
Topic17,79.45582769067552,peru,103.94483641462311,3.5435,-6.9294,finance
Topic17,20.198244155191297,chatham,26.621062975480402,3.536,-8.299,finance
Topic17,20.90687277563616,unitholders,27.653630461275814,3.5325,-8.2645,finance
Topic17,231.01879103753555,shell,312.5390639044701,3.5099,-5.8621,finance
Topic17,18.051016204834543,undrawn,24.484795102019607,3.5073,-8.4114,finance
Topic17,26.412552839916575,trustees,35.899866673898586,3.5052,-8.0307,finance
Topic17,230.2440624840589,ontario,355.3398676761975,3.3782,-5.8654,finance
Topic17,901.326671005177,canada,1886.4840930098173,3.0735,-4.5007,finance
Topic17,78.10268288268833,leasing,127.00905647391845,3.3259,-6.9465,finance
Topic17,80.85798303523758,scheme,138.50498879679392,3.2739,-6.9119,finance
Topic17,472.2115468450154,canadian,1149.0806471850115,2.9229,-5.1471,finance
Topic17,97.2071790103316,labour,175.6356734113535,3.2206,-6.7277,finance
Topic17,157.26278057457571,climate,317.19441432717497,3.1105,-6.2466,finance
Topic17,252.07164440837337,toronto,612.0574684785724,2.925,-5.7748,finance
Topic17,339.4806409394935,estate,920.7689878463352,2.8144,-5.4771,finance
Topic17,47.084801531709005,smes,76.25773360090213,3.33,-7.4526,finance
Topic17,261.58572861345533,properties,761.0986786047929,2.7441,-5.7378,finance
Topic17,428.5507985044263,ensure,1736.9659615341825,2.4127,-5.2441,finance
Topic17,284.1363583245409,trust,983.6340589158913,2.5703,-5.6551,finance
Topic17,260.07404450083396,union,896.2230386612064,2.5749,-5.7436,finance
Topic17,367.30954138618813,liquidity,1618.4897074484604,2.3291,-5.3984,finance
Topic17,309.83359610828734,finance,1313.3713237476281,2.3678,-5.5685,finance
Topic17,798.866203771212,measures,6291.710520491997,1.7483,-4.6214,finance
Topic17,764.4928325919777,government,6264.064052586036,1.7088,-4.6653,finance
Topic17,350.76512002499726,communities,1724.3466224810115,2.2197,-5.4444,finance
Topic17,232.80334794600125,dividend,903.0634087736667,2.4565,-5.8544,finance
Topic17,143.34939129079774,housing,403.6275640198286,2.7769,-6.3393,finance
Topic17,350.40686614162047,real,2077.784799591683,2.0322,-5.4455,finance
Topic17,568.7892990553162,employees,5421.195066589566,1.5576,-4.961,finance
Topic17,397.70187818594394,credit,2824.9204295436093,1.8516,-5.3189,finance
Topic17,155.78481017965566,flexibility,471.2537000205513,2.7052,-6.2561,finance
Topic17,250.9767098545641,governments,1243.4237052141639,2.2119,-5.7792,finance
Topic17,452.79497365682374,support,5180.042894855365,1.375,-5.1891,finance
Topic17,423.66276617212003,continue,4706.62390633415,1.4044,-5.2556,finance
Topic17,330.04419698197205,debt,2678.9088506899056,1.7182,-5.5053,finance
Topic17,605.1596279285332,covid,13030.695862309469,0.7426,-4.8991,finance
Topic17,582.552914861294,financial,12992.259269671842,0.7075,-4.9371,finance
Topic17,327.43753380428325,investment,3032.787948069743,1.5862,-5.5133,finance
Topic17,381.75541406472036,capital,4666.2126649981665,1.3088,-5.3598,finance
Topic17,402.9836073677972,operations,6081.229779419254,1.0981,-5.3057,finance
Topic17,461.92561996359257,including,10388.65311559358,0.6991,-5.1692,finance
Topic17,444.64647008048956,march,9532.730655345746,0.7469,-5.2073,finance
Topic17,387.26838600794184,pandemic,6032.661255606521,1.0663,-5.3454,finance
Topic17,457.7491235051762,health,14561.122891049787,0.3524,-5.1782,finance
Topic17,383.07211047504353,billion,6888.677215942746,0.9227,-5.3563,finance
Topic17,401.21774177037895,impact,8938.420820889049,0.7085,-5.3101,finance
Topic17,356.10826544245043,risk,5347.162076693654,1.1031,-5.4293,finance
Topic17,385.05109258477637,business,11856.11044682668,0.3849,-5.3512,finance
Topic17,352.6703924004815,companies,6489.121965722892,0.8998,-5.439,finance
Topic17,327.54023269930457,crisis,4543.387208954049,1.1823,-5.5129,finance
Topic17,341.0927922031007,cash,7133.704234826098,0.7717,-5.4724,finance
Topic17,329.8088714882721,economic,7273.920205436515,0.7186,-5.506,finance
Topic18,130.82271880589434,pilots,131.7734830370988,3.8197,-6.4159,finance
Topic18,109.69791783387515,klm,110.64870583259433,3.8183,-6.592,finance
Topic18,104.66823972386504,lufthansa,105.61899746657105,3.8179,-6.6389,finance
Topic18,82.53752108956317,iag,83.48827883164326,3.8155,-6.8765,finance
Topic18,79.45265819732866,qantas,80.46954731070298,3.8143,-6.9146,finance
Topic18,67.44839474697798,iata,68.39915248960334,3.813,-7.0784,finance
Topic18,66.44245294177195,easyjet,67.39321073256951,3.8128,-7.0934,finance
Topic18,58.3949189428555,sas,59.345676684463264,3.8108,-7.2225,finance
Topic18,67.24207068244473,attendants,68.40490503057246,3.8098,-7.0814,finance
Topic18,51.35332665022721,rucinski,52.30408439153141,3.8086,-7.351,finance
Topic18,43.305792598915225,ryanair,44.256550342345925,3.8053,-7.5214,finance
Topic18,41.293909087848675,flybe,42.24466683014266,3.8042,-7.569,finance
Topic18,39.2820255752457,changi,40.232783317870414,3.8031,-7.619,finance
Topic18,132.23718593373394,jetblue,135.7140801491456,3.801,-6.4051,finance
Topic18,35.25825855110706,munoz,36.20901629333679,3.8004,-7.727,finance
Topic18,35.258258550914945,bastian,36.209016293325455,3.8004,-7.727,finance
Topic18,33.2286969663452,finnair,34.19689379886932,3.7982,-7.7863,finance
Topic18,59.31335846618866,hna,61.33745585832591,3.7934,-7.2069,finance
Topic18,24.19289922992665,auckland,25.14365697571209,3.7884,-8.1037,finance
Topic18,111.01214643314232,airbus,115.71922434455733,3.7854,-6.5801,finance
Topic18,22.18101572184885,hepher,23.131773463642947,3.785,-8.1905,finance
Topic18,20.169132209825953,iberia,21.119889951358033,3.7809,-8.2856,finance
Topic18,20.169093572527427,cirium,21.119889429009646,3.7809,-8.2856,finance
Topic18,17.151306934388618,ankit,18.10206468293833,3.773,-8.4477,finance
Topic18,16.145365185806494,scurrah,17.096122926844114,3.7698,-8.5081,finance
Topic18,16.145365185629146,roeska,17.09612292684379,3.7698,-8.5081,finance
Topic18,16.145365185041197,widebody,17.096122926800767,3.7698,-8.5081,finance
Topic18,13.062369271900405,wizz,14.077226535281849,3.7521,-8.72,finance
Topic18,12.121598161021394,gaulle,13.072355902296614,3.7515,-8.7947,finance
Topic18,12.12159816096589,helane,13.07235590230728,3.7515,-8.7947,finance
Topic18,2131.714113393542,airlines,2352.2720227550444,3.7285,-3.625,finance
Topic18,928.2746797746443,airline,1018.8543201562593,3.7339,-4.4564,finance
Topic18,397.2342456232527,delta,441.1596861601319,3.7221,-5.3052,finance
Topic18,358.30333715125676,aviation,402.7566622699819,3.71,-5.4084,finance
Topic18,307.8956355263151,aircraft,346.8499109538697,3.7078,-5.56,finance
Topic18,239.3169315970604,airways,271.17700550308183,3.702,-5.8119,finance
Topic18,1246.1221172058952,flights,1607.555156051197,3.5723,-4.1619,finance
Topic18,136.93400229907985,planes,159.6890812064509,3.6732,-6.3702,finance
Topic18,320.08678425376667,carriers,408.8435634175883,3.5822,-5.5211,finance
Topic18,1152.1552841239798,air,1621.5626768524307,3.4852,-4.2403,finance
Topic18,306.1196425288013,carrier,397.6693972002254,3.5653,-5.5658,finance
Topic18,311.50201764476753,airport,442.7703863993801,3.4753,-5.5483,finance
Topic18,176.57505926870263,flying,231.70603163868546,3.5552,-6.116,finance
Topic18,229.00050191797382,bookings,323.82310231222414,3.4805,-5.856,finance
Topic18,398.901684005586,flight,631.5407668891147,3.3675,-5.301,finance
Topic18,2328.7406976051825,travel,5304.173157733782,3.0038,-3.5366,finance
Topic18,248.14136813128798,airports,360.1351380089768,3.4545,-5.7757,finance
Topic18,138.57431264620084,southwest,188.19409290273296,3.5209,-6.3583,finance
Topic18,353.4554252996676,boeing,677.328070930375,3.1766,-5.422,finance
Topic18,125.3266495843437,routes,176.7939857000513,3.4829,-6.4588,finance
Topic18,240.98491707066918,passenger,467.01228667424414,3.1653,-5.805,finance
Topic18,286.28402663711876,ban,664.7705062397723,2.9845,-5.6327,finance
Topic18,241.42505218102576,travelers,509.2825136629579,3.0805,-5.8032,finance
Topic18,322.24938210549186,france,813.5691188280315,2.9009,-5.5144,finance
Topic18,631.3708398618172,europe,2712.565809252008,2.3692,-4.8418,finance
Topic18,869.1329346246056,united,5173.835815634793,2.0431,-4.5222,finance
Topic18,555.532548362422,european,2537.4769333839813,2.308,-4.9698,finance
Topic18,530.9348533801245,american,2589.2665321706154,2.2425,-5.0151,finance
Topic18,703.9145053300032,industry,4865.771936980584,1.8936,-4.7331,finance
Topic18,264.3746034343731,traffic,680.6530715044586,2.8813,-5.7124,finance
Topic18,731.3555698861903,demand,6205.861409413143,1.6886,-4.6948,finance
Topic18,516.7253400210287,international,3627.428684880785,1.8782,-5.0422,finance
Topic18,376.60742968823354,capacity,1735.5010533983711,2.2991,-5.3585,finance
Topic18,520.9962805494788,group,3980.7440551022396,1.7935,-5.034,finance
Topic18,379.67030156409106,restrictions,1920.523105459449,2.2059,-5.3504,finance
Topic18,614.4458630003664,march,9532.730655345746,1.0852,-4.869,finance
Topic18,442.14524931355623,cut,3821.7645069683317,1.6701,-5.1981,finance
Topic18,393.6983237325511,reporting,4111.318663321994,1.4811,-5.3141,finance
Topic18,393.03141057038493,reuters,5498.545781922534,1.1886,-5.3158,finance
Topic18,360.46497445866544,billion,6888.677215942746,0.8767,-5.4023,finance
Topic18,331.82652210789666,government,6264.064052586036,0.889,-5.4851,finance
Topic18,327.73811295814255,impact,8938.420820889049,0.5211,-5.4975,finance
Topic18,326.8475081078584,week,8880.919681695701,0.5248,-5.5002,finance
Topic18,314.7226943967998,editing,2797.977485750548,1.642,-5.538,finance
Topic19,378.7119070594048,lme,379.66165286424024,3.999,-5.1784,finance
Topic19,210.41830793270367,shfe,211.3680537373445,3.997,-5.7661,finance
Topic19,157.05692284226038,aluminium,158.00666864827573,3.9955,-6.0586,finance
Topic19,129.35004981455248,tin,130.29979562118768,3.9942,-6.2527,finance
Topic19,107.77436308178176,teck,108.75031330190848,3.9925,-6.4352,finance
Topic19,48.28178132117506,smelters,49.23153762852295,3.982,-7.2381,finance
Topic19,405.908026473831,tonne,414.21078725131,3.9813,-5.1091,finance
Topic19,43.150889288232804,mai,44.10063509291272,3.9797,-7.3505,finance
Topic19,53.783675010723506,verb,55.37281772973491,3.9724,-7.1302,finance
Topic19,216.38752360366607,iron,223.75495661438518,3.968,-5.7381,finance
Topic19,26.732001565633688,arbs,27.681747373031154,3.9666,-7.8293,finance
Topic19,23.653460118408823,ghosn,24.60320592561526,3.9621,-7.9517,finance
Topic19,20.574918672375972,luoyan,21.52466447824006,3.9564,-8.0911,finance
Topic19,201.2421572998333,nickel,211.94206130860576,3.9497,-5.8107,finance
Topic19,17.49637722489372,seaborne,18.446123030787305,3.9486,-8.2532,finance
Topic19,17.49637722285179,chinext,18.44612303064279,3.9486,-8.2532,finance
Topic19,17.496377216255137,terje,18.446123030490075,3.9486,-8.2532,finance
Topic19,17.496377216255134,solsvik,18.44612303049007,3.9486,-8.2532,finance
Topic19,14.417835777603727,cru,15.36758158339865,3.9377,-8.4467,finance
Topic19,113.60500610507562,nissan,121.1012140753871,3.9376,-6.3825,finance
Topic19,12.365474790774678,klesty,13.315220617662124,3.9275,-8.6003,finance
Topic19,324.0224172775646,zinc,350.5571868586117,3.9228,-5.3344,finance
Topic19,232.62434140938927,coal,251.8500874142628,3.9221,-5.6658,finance
Topic19,11.339294329096719,uetake,12.289040135839645,3.9211,-8.6869,finance
Topic19,11.339294329096719,tomo,12.289040135839645,3.9211,-8.6869,finance
Topic19,26.395182120795546,marex,28.667932184306906,3.9189,-7.842,finance
Topic19,65.76327832009139,renault,71.61521755694245,3.9163,-6.9291,finance
Topic19,10.31311384529114,tajitsu,11.262859653357022,3.9134,-8.7818,finance
Topic19,10.313113845291138,naomi,11.26285965335702,3.9134,-8.7818,finance
Topic19,29.747593755354114,soni,32.73280524864019,3.9059,-7.7225,finance
Topic19,480.38426377039593,tonnes,529.3113683751476,3.9045,-4.9406,finance
Topic19,22.97146337965551,spectron,25.575416527718687,3.8941,-7.9809,finance
Topic19,26.27750227533748,columnist,29.635862475318074,3.8812,-7.8465,finance
Topic19,56.977255340293055,miner,67.3337892363201,3.8345,-7.0725,finance
Topic19,563.597562791617,copper,815.5986707780513,3.6319,-4.7809,finance
Topic19,116.55529060123239,aluminum,149.04690648727274,3.7556,-6.3568,finance
Topic19,283.81833363820226,imports,399.5164432188135,3.6596,-5.4669,finance
Topic19,45.3892256379152,smelter,54.0125476980653,3.8276,-7.2999,finance
Topic19,304.29394381476965,metal,437.5375484408594,3.6383,-5.3972,finance
Topic19,136.01844744537453,boj,185.16883073194532,3.693,-6.2024,finance
Topic19,509.4184173648146,yuan,866.8169034322202,3.4699,-4.8819,finance
Topic19,40.50703331406177,containers,49.00772041183638,3.811,-7.4137,finance
Topic19,281.7307215375881,exports,526.0870405833884,3.377,-5.4742,finance
Topic19,252.04009305000375,export,463.3460155518785,3.3926,-5.5856,finance
Topic19,167.34431121353578,ore,283.71528646038627,3.4736,-5.9951,finance
Topic19,232.28804007973181,metals,448.4071262977368,3.3438,-5.6672,finance
Topic19,64.94222605155764,container,88.44022545915301,3.6927,-6.9417,finance
Topic19,267.0297442743736,car,551.5510445893069,3.2761,-5.5278,finance
Topic19,273.053009100107,auto,585.9113343175893,3.238,-5.5055,finance
Topic19,122.36278852101775,indonesia,208.64305635158334,3.4679,-6.3082,finance
Topic19,2614.7469683255645,china,17365.662092889186,2.1082,-3.2463,finance
Topic19,381.25163899296757,shanghai,1088.2960817561277,2.9526,-5.1717,finance
Topic19,143.90226899860465,steel,268.28244796489895,3.3786,-6.1461,finance
Topic19,738.7015110848359,chinese,4176.1332302093715,2.2693,-4.5103,finance
Topic19,784.7250539464943,month,4851.719759850849,2.1797,-4.4499,finance
Topic19,264.3731147274005,active,832.6033809033102,2.8543,-5.5378,finance
Topic19,513.1627495933922,feb,2837.198697127411,2.2915,-4.8746,finance
Topic19,780.8003339249952,sales,6559.591090523759,1.8731,-4.4549,finance
Topic19,550.7546243756143,february,3474.095893556541,2.1597,-4.8039,finance
Topic19,653.8645128953287,demand,6205.861409413143,1.7512,-4.6323,finance
Topic19,591.4901554262005,reuters,5498.545781922534,1.7719,-4.7326,finance
Topic19,427.8757782007877,editing,2797.977485750548,2.1237,-5.0564,finance
Topic19,432.8183265456937,january,2974.1468003089835,2.0741,-5.0449,finance
Topic19,519.7467285323859,prices,4870.613034290047,1.7639,-4.8619,finance
Topic19,462.384606482313,reporting,4111.318663321994,1.8164,-4.9788,finance
Topic19,388.33577177563507,trade,3020.5232317858727,1.9502,-5.1533,finance
Topic19,394.1111153259151,supply,4411.966070334286,1.5861,-5.1386,finance
Topic19,416.44456132529155,million,16341.73570618639,0.3318,-5.0834,finance
Topic19,385.4224641002819,market,13145.012340810512,0.472,-5.1609,finance
Topic19,367.8352362038892,march,9532.730655345746,0.7466,-5.2076,finance
Topic19,317.6992013793303,production,4773.7392462304215,1.2917,-5.3541,finance
Topic19,326.15233920131936,virus,12128.130856085429,0.3856,-5.3278,finance
Topic19,291.041468098505,epidemic,2410.8278444386024,1.8872,-5.4417,finance
Topic19,296.9092171448424,data,6464.272937119259,0.9209,-5.4218,finance
Topic19,292.3891260338921,global,11172.680352097013,0.3584,-5.4371,finance
Topic20,210.53908913016556,dental,211.48905464358623,4.4023,-5.3602,finance
Topic20,130.83974939754074,hyatt,131.7897149079671,4.3996,-5.8359,finance
Topic20,122.56926050533836,liberty,123.61237537924502,4.3984,-5.9012,finance
Topic20,75.66328342720323,esports,76.61324893701428,4.3944,-6.3836,finance
Topic20,62.10520813937052,tournaments,63.32131624355777,4.3874,-6.581,finance
Topic20,61.107383478485914,voyages,62.30579285075466,4.3874,-6.5972,finance
Topic20,46.0314776264628,teledentistry,46.981443137705,4.3864,-6.8805,finance
Topic20,70.5667837910005,ncaa,72.49411928895377,4.3799,-6.4533,finance
Topic20,25.595749486222633,gpu,26.545715000136294,4.3704,-7.4674,finance
Topic20,26.56674912239092,sxsw,27.565892095486994,4.3699,-7.4302,finance
Topic20,54.8911938156012,revpar,58.15730685568556,4.349,-6.7045,finance
Topic20,15.2254956527021,handset,16.330323468827228,4.3368,-7.9869,finance
Topic20,33.207751776331456,nhl,35.69159709261219,4.3347,-7.2071,finance
Topic20,41.52231972028716,westport,44.914916187449045,4.3283,-6.9836,finance
Topic20,35.77295441998131,pdt,38.76564599798406,4.3265,-7.1327,finance
Topic20,10.268953381062088,acharya,11.218918897127047,4.3184,-8.3807,finance
Topic20,10.268953381062088,bhargav,11.218918897127047,4.3184,-8.3807,finance
Topic20,35.4230734615516,keynote,38.73701109756498,4.3174,-7.1425,finance
Topic20,27.862218207494706,championship,30.575167720069278,4.3139,-7.3826,finance
Topic20,176.76314921707927,nba,194.57606981254904,4.3108,-5.5351,finance
Topic20,70.60919462070845,exhibitors,78.45229731946225,4.3015,-6.4527,finance
Topic20,9.979101656682063,biennial,11.210566600022096,4.2905,-8.4094,finance
Topic20,16.305921293389336,pga,18.336075040990643,4.2895,-7.9183,finance
Topic20,494.0211058961665,gaming,558.970798854,4.2833,-4.5073,finance
Topic20,288.90447408338343,casino,327.23705864282397,4.2822,-5.0438,finance
Topic20,148.8305001946826,music,169.16273200212066,4.2788,-5.7071,finance
Topic20,83.86845669312925,tournament,95.67658290789316,4.2751,-6.2806,finance
Topic20,33.11649169977715,upscale,37.7979702526936,4.2746,-7.2098,finance
Topic20,30.111711595486515,dentists,34.604082532027874,4.2678,-7.305,finance
Topic20,30.938300538499604,madness,35.61873423359395,4.266,-7.2779,finance
Topic20,138.6362300974628,fans,160.65777439885198,4.2594,-5.778,finance
Topic20,60.670182791867916,nfl,70.18922669730128,4.2611,-6.6044,finance
Topic20,262.90118159905336,league,309.1006125715315,4.2449,-5.1381,finance
Topic20,513.4157309233477,hotel,645.456099943251,4.178,-4.4688,finance
Topic20,447.47848246887236,games,560.4403474918392,4.1817,-4.6062,finance
Topic20,319.301250034392,guests,397.2894418663516,4.1883,-4.9437,finance
Topic20,472.47152873958214,hotels,600.7197124545448,4.1667,-4.5519,finance
Topic20,219.4070947577039,las,275.72982789315455,4.1783,-5.3189,finance
Topic20,219.55392907911713,vegas,276.7355509173409,4.1754,-5.3183,finance
Topic20,404.40162556638506,sports,544.6209068376573,4.1091,-4.7075,finance
Topic20,197.61673583804625,attendees,253.7164148867741,4.1569,-5.4235,finance
Topic20,109.46541760684829,basketball,133.08955862634656,4.2114,-6.0143,finance
Topic20,102.39409020896106,speakers,124.12009463565767,4.2144,-6.081,finance
Topic20,266.61100396691876,resorts,368.84015006989557,4.0823,-5.1241,finance
Topic20,91.48257331039007,athletes,114.65888885830331,4.181,-6.1937,finance
Topic20,234.80693724039918,cruises,379.03990071418764,3.928,-5.2511,finance
Topic20,656.3393465795511,event,1545.729920160691,3.5503,-4.2232,finance
Topic20,207.68588306611036,cancellation,340.9310882761887,3.9112,-5.3738,finance
Topic20,175.53303632761333,resort,278.2151442116936,3.9463,-5.542,finance
Topic20,127.3523188742028,convention,179.29800535114452,4.0647,-5.8629,finance
Topic20,172.45572318817236,conferences,276.4641674866162,3.9349,-5.5597,finance
Topic20,146.2960996468199,summit,219.8744704076258,3.9994,-5.7242,finance
Topic20,568.5974641826563,cruise,1645.2492936926894,3.3444,-4.3667,finance
Topic20,192.2098379498427,players,334.3888468156017,3.8531,-5.4513,finance
Topic20,288.66022536029857,canceled,706.9192899159032,3.5112,-5.0446,finance
Topic20,149.52414362633857,macau,237.6042194884921,3.9437,-5.7024,finance
Topic20,214.65765004416372,entertainment,468.9234008344806,3.6254,-5.3408,finance
Topic20,155.93808553891407,caribbean,269.44777966248637,3.8599,-5.6604,finance
Topic20,601.5316075355948,events,4251.928786287034,2.4512,-4.3104,finance
Topic20,517.9937246394528,conference,3252.3644414862074,2.5697,-4.4599,finance
Topic20,320.1923464301041,scheduled,1191.0874505091738,3.0931,-4.9409,finance
Topic20,198.34363396549642,carnival,451.29936095659843,3.5847,-5.4199,finance
Topic20,180.48763191009078,game,366.16773184944844,3.6994,-5.5142,finance
Topic20,460.2751004264027,march,9532.730655345746,1.3762,-4.578,finance
Topic20,354.00534956846275,industry,4865.771936980584,1.7862,-4.8406,finance
Topic20,264.20346454333736,live,2239.0185004124573,2.2698,-5.1332,finance
Topic20,236.30777509225356,members,2180.0656303679402,2.1849,-5.2447,finance
Topic20,193.91293563578674,norwegian,603.1686474104218,3.272,-5.4425,finance
Topic20,212.7622099356047,annual,2820.98298557252,1.8222,-5.3497,finance
Topic20,221.25182873958997,world,8618.262613480234,0.7445,-5.3106,finance
Topic20,199.2619290380344,including,10388.65311559358,0.453,-5.4153,finance
Default,18537.0,outbreak,18537.0,30.0,30.0,general
Default,6911.0,novel,6911.0,29.0,29.0,general
Default,5974.0,photos,5974.0,28.0,28.0,general
Default,11334.0,trump,11334.0,27.0,27.0,general
Default,5670.0,hide,5670.0,26.0,26.0,general
Default,5695.0,caption,5695.0,25.0,25.0,general
Default,14189.0,china,14189.0,24.0,24.0,general
Default,9054.0,travel,9054.0,23.0,23.0,general
Default,8495.0,symptoms,8495.0,22.0,22.0,general
Default,20066.0,government,20066.0,21.0,21.0,general
Default,16245.0,cases,16245.0,20.0,20.0,general
Default,5234.0,league,5234.0,19.0,19.0,general
Default,5984.0,season,5984.0,18.0,18.0,general
Default,7707.0,workers,7707.0,17.0,17.0,general
Default,4050.0,schools,4050.0,16.0,16.0,general
Default,3335.0,royal,3335.0,15.0,15.0,general
Default,5499.0,wuhan,5499.0,14.0,14.0,general
Default,2903.0,prince,2903.0,13.0,13.0,general
Default,8394.0,president,8394.0,12.0,12.0,general
Default,6814.0,hospital,6814.0,11.0,11.0,general
Default,17288.0,home,17288.0,10.0,10.0,general
Default,3873.0,flights,3873.0,9.0,9.0,general
Default,7201.0,cnn,7201.0,8.0,8.0,general
Default,4101.0,school,4101.0,7.0,7.0,general
Default,2755.0,queen,2755.0,6.0,6.0,general
Default,7901.0,nhs,7901.0,5.0,5.0,general
Default,3277.0,police,3277.0,4.0,4.0,general
Default,6020.0,patients,6020.0,3.0,3.0,general
Default,9012.0,march,9012.0,2.0,2.0,general
Default,4814.0,food,4814.0,1.0,1.0,general
Topic1,241.6356937067985,eastenders,242.64730633626388,2.2297,-7.657,general
Topic1,407.15161719385725,tyson,409.40621740732183,2.2283,-7.1353,general
Topic1,134.85446539446994,dancer,135.80282091675932,2.2268,-8.2403,general
Topic1,134.85446539346492,willoughby,135.80282091669423,2.2268,-8.2403,general
Topic1,126.8660483390629,deontay,127.81440386241368,2.2264,-8.3013,general
Topic1,149.52742145414553,steph,150.78594504358114,2.2255,-8.137,general
Topic1,107.89355773233551,anton,108.8419133573679,2.2251,-8.4633,general
Topic1,103.89934930792215,naga,104.84770483150214,2.2248,-8.5011,general
Topic1,94.91238012333353,countryfile,95.86073564546591,2.2239,-8.5915,general
Topic1,92.91527584404629,leclerc,93.86363138114707,2.2237,-8.6128,general
Topic1,108.71186487517237,eurovision,109.83855670141467,2.2235,-8.4558,general
Topic1,82.92975454304279,minchin,83.87811006415232,2.2225,-8.7265,general
Topic1,78.93554601627737,swash,79.88390153703692,2.2219,-8.7758,general
Topic1,77.9369938846786,charley,78.88534940526442,2.2217,-8.7886,general
Topic1,75.93988961748481,wbc,76.8882451415434,2.2214,-8.8145,general
Topic1,320.43744948979133,susanna,324.5790243702079,2.221,-7.3748,general
Topic1,71.94568109372908,thismorning,72.89403661456568,2.2207,-8.8686,general
Topic1,81.70378481917949,webb,82.8774371243552,2.2196,-8.7414,general
Topic1,64.95581616822568,exclaimed,65.90417169196905,2.2193,-8.9708,general
Topic1,63.957263936118785,contestant,64.90561956068134,2.2191,-8.9863,general
Topic1,178.0677691454714,lovely,180.7400470454916,2.2189,-7.9623,general
Topic1,60.90338013428619,clifton,61.90910176171137,2.2175,-9.0352,general
Topic1,56.96739911713917,oti,57.91575463784663,2.2173,-9.102,general
Topic1,56.96739911644746,kym,57.91575463783532,2.2173,-9.102,general
Topic1,57.94256180051276,garraway,58.914677701692746,2.2172,-9.085,general
Topic1,55.96884698392885,langsford,56.917202506004564,2.217,-9.1197,general
Topic1,117.78309014037922,captioned,119.84230401692835,2.2165,-8.3756,general
Topic1,51.97463845868384,gorka,52.922993978950615,2.2158,-9.1937,general
Topic1,50.97605731653943,piano,51.92444196171239,2.2154,-9.2131,general
